CustomerID,FirstName,LastName,CreditCardNumber,OrderID,PurchaseDate,DeliveryDate,ShippingClass,ProductID,Department,Category,ItemPurchased,Quantity,Price,ShippingCost,Discount,Sales,Profit,DistributionCenterID,DeliveryZipCode,HomeZipCode,TransactionStatus,City,Region,State,Country,Segment,OrderPriority,OrderReturned,OrderDeliveryDelayed,Rating,ReviewID,Friends,SharedWith,ZipCodeInSupplyChainNet,CityInSupplyChainNet,StateInSupplyChainNet,LatitudeInSupplyChainNet,LongitudeInSupplyChainNet,FacilityIDInSupplyChainNet,DistributionCenterIDInSupplyChainNet,WarehouseIDInSupplyChainNet
870-10-4639,Rickie,Wehner,xxxx-xxxx-xxxx-6878,7bd8936b-8fb7-4351-8a9f-21f80d574938,Mon May 09 22:41:41 EDT 2022,Wed May 11 22:37:34 EDT 2022,Two Day,CLO-SH-7161-383,Clothing,Shorts,JCrew Shorts - Salmon,3,513.55,9.91,18.94,1531.62,199.1106,DistributionCenter_30,2104,2104,Approved,Boston,TO_BE_ADDED,MA,USA,Consumer,Critical,No,Yes,3,8936b-8fb7,589-19-2190;748-34-2822;893-40-6155;362-94-0282,,2104,Boston,MA,42.338947,-70.919635,,DistributionCenter_30,Warehouse_11
835-45-7030,Brandy,Blanda,xxxx-xxxx-xxxx-0190,ff03d6bd-e2c1-4435-88b5-ca270bbb662f,Mon May 09 22:41:08 EDT 2022,Wed May 11 22:35:02 EDT 2022,Two Day,OFF-BI-6987-860,Office Supplies,Binders,GBC Velo Bind Cover,2,12.25,2.76,1.84,25.42,1.2710000000000001,DistributionCenter_83,37203,37203,Approved,Nashville,TO_BE_ADDED,TN,USA,Consumer,High,No,Yes,4,3d6bd-e2c1,561-79-3949;305-23-2798;376-58-7397;818-40-1508,305-23-2798;376-58-7397,37203,Nashville,TN,36.152607,-86.78927,,DistributionCenter_83,Warehouse_2
444-46-1661,Cassidy,Mohr,xxxx-xxxx-xxxx-8118,02eb00f9-089e-49ed-b973-ea86b9dada83,Mon May 09 22:29:05 EDT 2022,Wed May 11 22:29:27 EDT 2022,Two Day,GRO-PA-0147-825,Grocery,Pasta,Large Shells,4,1.58,2.91,0.67,8.56,0.7704,DistributionCenter_58,33155,33155,Approved,Miami,TO_BE_ADDED,FL,USA,Corporate,Critical,Yes,Yes,4,b00f9-089e,133-02-4972;874-95-5760;682-03-2024,133-02-4972,33155,Miami,FL,25.739011,-80.30685,,DistributionCenter_58,Warehouse_17
205-85-0047,Katelin,Metz,xxxx-xxxx-xxxx-1494,ea1adf69-ee5f-40a1-a5be-6a39068cfcac,Mon May 09 22:30:52 EDT 2022,Tue May 10 22:41:58 EDT 2022,Next Day,GRO-BE-2611-268,Grocery,Beans,Northern Beans,4,1.25,2.68,0.61,7.07,0.9898000000000001,DistributionCenter_71,75221,75221,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,High,No,No,4,,,,75221,Dallas,TX,32.814728,-96.787725,,DistributionCenter_71,Warehouse_19
136-55-1825,Jessika,Cormier,xxxx-xxxx-xxxx-0650,ff6cb596-565b-483d-ac55-e9e4a4760f04,Mon May 09 22:38:41 EDT 2022,Sat May 14 22:28:31 EDT 2022,Standard,FUR-BO-9434-843,Furniture,Bookcases,Dania Classic Bookcase - Metal,1,122.56,12.36,10.03,124.89,16.2357,DistributionCenter_12,10094,10094,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,No,No,2,cb596-565b,599-86-5991,,10094,New York,NY,40.780751,-73.977182,,DistributionCenter_12,Warehouse_4
508-66-6952,Maybell,Sawayn,xxxx-xxxx-xxxx-1679,7efcabb9-1b29-41fd-a01e-1360c79d9f84,Mon May 09 22:31:30 EDT 2022,Sat May 14 22:38:45 EDT 2022,Standard,OFF-AR-7328-653,Office Supplies,Art,Pencil Sharpener - 1670,3,8.23,1.09,1.28,24.5,0.98,DistributionCenter_22,10265,10265,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,medium,No,No,0,cabb9-1b29,670-35-9617;472-70-6840,,10265,New York,NY,40.780751,-73.977182,,DistributionCenter_22,Warehouse_7
160-87-9406,Carlotta,Conroy,xxxx-xxxx-xxxx-5690,ab93c7d5-b99e-48ec-8e81-3caea169c718,Mon May 09 22:36:02 EDT 2022,Sat May 14 22:41:23 EDT 2022,Standard,CLO-SH-3223-244,Clothing,Shorts,JCrew Shorts - Light Blue,2,650.23,11.31,19.81,1291.96,129.196,DistributionCenter_33,2211,2211,Approved,Boston,TO_BE_ADDED,MA,USA,Consumer,High,No,Yes,3,,636-62-7960,,2211,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11
595-30-0952,Jacey,Turcotte,xxxx-xxxx-xxxx-0816,696a730e-cb52-474a-ac45-4dc46b0c5960,Mon May 09 22:35:34 EDT 2022,Tue May 10 22:40:59 EDT 2022,Next Day,OFF-BI-3702-362,Office Supplies,Binders,Medium Duty Binders,2,14.26,3.5,1.95,30.07,2.7062999999999997,DistributionCenter_6,60690,60690,Approved,Chicago,TO_BE_ADDED,IL,USA,Corporate,High,No,Yes,3,,379-75-5658,,60690,Chicago,IL,41.811929,-87.68732,,DistributionCenter_6,Warehouse_2
157-18-2384,Jaclyn,Powlowski,xxxx-xxxx-xxxx-6475,04b1cfa6-78ed-4842-a078-ce038cf00237,Mon May 09 22:36:53 EDT 2022,Sat May 14 22:32:34 EDT 2022,Standard,GRO-SN-8034-480,Grocery,Snaks,Pop Tarts,3,6.4,2.19,1.89,19.500000000000004,0.5850000000000001,DistributionCenter_94,30326,30326,Approved,Atlanta,TO_BE_ADDED,GA,USA,Consumer,low,No,No,0,1cfa6-78ed,706-08-0219;409-84-0558;635-60-4978,706-08-0219;409-84-0558;635-60-4978,30326,Atlanta,GA,33.849853,-84.3606,DistributionCenter_94,DistributionCenter_94,Warehouse_17
629-41-4403,Fabiola,Stoltenberg,xxxx-xxxx-xxxx-6728,70399a63-6462-4a8e-99b5-0cad3db9a670,Mon May 09 22:28:19 EDT 2022,Tue May 10 22:41:06 EDT 2022,Next Day,FUR-CH-7026-685,Furniture,Chairs,Executive Armchair - Brown,2,105.28,11.67,11.23,211.0,2.11,DistributionCenter_89,30312,30312,Approved,Atlanta,TO_BE_ADDED,GA,USA,Consumer,low,No,Yes,1,,866-34-8966;297-44-7691,866-34-8966,30312,Atlanta,GA,33.745739,-84.3764,,DistributionCenter_89,Warehouse_16
744-98-9747,Jack,Erdman,xxxx-xxxx-xxxx-1907,369e2684-fac1-411f-910a-7b4c57b6fd88,Mon May 09 22:31:15 EDT 2022,Tue May 10 22:34:57 EDT 2022,Next Day,GRO-PA-7349-332,Grocery,Pasta,Large Shells,2,1.16,2.01,0.64,3.6899999999999995,0.5903999999999999,DistributionCenter_71,75254,75254,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,low,No,No,0,,181-25-0365;234-55-0586;632-88-5780,181-25-0365;234-55-0586;632-88-5780,75254,Dallas,TX,32.946069,-96.794496,DistributionCenter_71,DistributionCenter_71,Warehouse_19
633-20-4214,Madisyn,Bahringer,xxxx-xxxx-xxxx-1530,f7d9d415-bc15-4fe0-aa56-e1cad2be605e,Mon May 09 22:30:31 EDT 2022,Tue May 10 22:31:30 EDT 2022,Next Day,GRO-NU-0608-277,Grocery,Nuts,Almonds,2,7.94,1.87,2.74,15.010000000000002,1.3509,DistributionCenter_43,90016,90016,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,High,Yes,No,2,9d415-bc15,293-32-8897;879-28-3493;617-18-2931;233-11-3457,879-28-3493;617-18-2931;233-11-3457,90016,Los Angeles,CA,34.029711,-118.35255,,DistributionCenter_43,Warehouse_14
494-41-4874,Destinee,White,xxxx-xxxx-xxxx-1394,5c191c25-1c9d-40e4-a6b6-a76533e22faa,Mon May 09 22:41:44 EDT 2022,Tue May 10 22:28:41 EDT 2022,Next Day,GRO-SN-1850-004,Grocery,Snaks,Doritos,4,4.28,2.91,1.48,18.55,2.4115,DistributionCenter_56,33195,33195,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,medium,No,No,0,91c25-1c9d,433-20-3999;099-75-0636;396-46-5796,099-75-0636;396-46-5796,33195,Miami,FL,25.772876,-80.187019,,DistributionCenter_56,Warehouse_16
817-92-7918,Catherine,Schuppe,xxxx-xxxx-xxxx-6482,b1ed0bf1-434f-4327-a3ca-7455d768e0d4,Mon May 09 22:42:15 EDT 2022,Tue May 10 22:34:41 EDT 2022,Next Day,SPO-FI-6096-633,Sports,Fitness,Tennis Ball,2,95.46,9.02,41.48,158.46,25.3536,DistributionCenter_82,37232,37232,Declined,Nashville,TO_BE_ADDED,TN,USA,Home Office,medium,Yes,No,3,d0bf1-434f,761-46-2016;057-75-0875,057-75-0875,37232,Nashville,TN,36.186605,-86.785248,,DistributionCenter_82,Warehouse_2
494-41-4874,Destinee,White,xxxx-xxxx-xxxx-1394,86a18aae-dfb9-473b-a2b5-a76690860b99,Mon May 09 22:32:27 EDT 2022,Sat May 14 22:29:54 EDT 2022,Standard,FUR-TA-5513-580,Furniture,Tables,Elong Wooden Table - Rectangular,3,350.47,10.06,13.42,1048.05,209.61,DistributionCenter_67,75238,75238,Declined,Dallas,TO_BE_ADDED,TX,USA,Corporate,low,No,No,0,18aae-dfb9,168-83-1233;543-41-5786;651-50-9822;128-47-8611,543-41-5786;651-50-9822,75238,Dallas,TX,32.873926,-96.70922,DistributionCenter_67,DistributionCenter_67,Warehouse_19
478-21-1172,Dimitri,Labadie,xxxx-xxxx-xxxx-3887,f33da55b-2b98-48ac-a1d8-c4f18f99eb21,Mon May 09 22:33:58 EDT 2022,Tue May 10 22:33:36 EDT 2022,Next Day,FUR-FU-5893-130,Furniture,Furnishings,DuraMat Pile Carpeting,5,232.6,18.03,10.65,1170.3799999999999,105.33419999999998,DistributionCenter_4,60614,60614,Approved,Chicago,TO_BE_ADDED,IL,USA,Home Office,Critical,No,No,4,da55b-2b98,,,60614,Chicago,IL,41.922682,-87.65432,,DistributionCenter_4,Warehouse_2
855-47-2559,Makenna,Rath,xxxx-xxxx-xxxx-2005,162bfea6-45d7-4bd4-b708-c558b1b8b881,Mon May 09 22:30:10 EDT 2022,Sat May 14 22:36:04 EDT 2022,Standard,CLO-TS-0160-823,Clothing,TShirt,Chicago Bears Tshirt - Dark Blue,4,34.32,4.43,5.93,135.78,2.7156000000000002,DistributionCenter_67,75326,75326,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,Critical,No,No,2,,564-92-6111;316-61-6686;136-55-1825,564-92-6111;316-61-6686,75326,Dallas,TX,32.767268,-96.777626,,DistributionCenter_67,Warehouse_19
021-83-3527,Gage,Borer,xxxx-xxxx-xxxx-3879,d7e9b503-bca6-4841-9472-8aa01f1a0ddc,Mon May 09 22:31:09 EDT 2022,Wed May 11 22:40:49 EDT 2022,Two Day,ELE-CO-3654-806,Electronics,Copiers,Zoho Wireless Scanner - Automatic,2,508.74,25.33,21.7,1021.11,40.8444,DistributionCenter_40,90009,90009,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,medium,No,No,1,,,,90009,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_40,Warehouse_13
412-76-3592,Guadalupe,Kuhlman,xxxx-xxxx-xxxx-8200,9ad196ee-5100-4be4-83eb-753fd358106f,Mon May 09 22:37:38 EDT 2022,Sat May 14 22:34:11 EDT 2022,Standard,ELE-CO-4337-051,Electronics,Copiers,HP Multipurpose Laser Scanner,2,503.76,25.11,20.14,1012.49,172.1233,DistributionCenter_14,10276,10276,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,No,No,3,,566-50-3856;221-12-7384,221-12-7384,10276,New York,NY,40.780751,-73.977182,,DistributionCenter_14,Warehouse_5
399-09-8551,Woodrow,Marquardt,xxxx-xxxx-xxxx-0110,100a6d59-5d01-47eb-ab54-2dfa9fed32b8,Mon May 09 22:41:09 EDT 2022,Tue May 10 22:41:28 EDT 2022,Next Day,CLO-TS-8641-180,Clothing,TShirt,Chicago Bulls Tshirt - Red,4,42.04,4.52,8.71,163.97,9.838199999999999,DistributionCenter_4,60614,60614,Approved,Chicago,TO_BE_ADDED,IL,USA,Consumer,Critical,No,No,0,,280-50-5873,280-50-5873,60614,Chicago,IL,41.922682,-87.65432,,DistributionCenter_4,Warehouse_2
412-76-3592,Guadalupe,Kuhlman,xxxx-xxxx-xxxx-8200,a3c1f185-bb2e-441b-8089-97e5b7e65b80,Mon May 09 22:31:20 EDT 2022,Wed May 11 22:29:30 EDT 2022,Two Day,OFF-BI-1652-491,Office Supplies,Binders,Alpha Singer Bind Cover,2,14.9,2.03,1.04,30.790000000000003,4.9264,DistributionCenter_92,30337,30337,Approved,Atlanta,TO_BE_ADDED,GA,USA,Consumer,High,No,No,0,,532-55-3586,,30337,Atlanta,GA,33.646984,-84.4538,,DistributionCenter_92,Warehouse_17
738-56-3206,Karson,Lebsack,xxxx-xxxx-xxxx-1319,1d17173e-305c-49c8-ae75-ed61be29f865,Mon May 09 22:30:50 EDT 2022,Sat May 14 22:30:33 EDT 2022,Standard,ELE-CO-3630-347,Electronics,Copiers,Zoho Wireless Scanner - Automatic,3,543.46,24.42,20.52,1634.2800000000002,196.11360000000002,DistributionCenter_31,2133,2133,Approved,Boston,TO_BE_ADDED,MA,USA,Consumer,High,Yes,No,1,7173e-305c,446-40-4629;443-02-3939;746-37-7181,446-40-4629,2133,Boston,MA,42.338947,-70.919635,,DistributionCenter_31,Warehouse_11
221-74-0338,Rudy,Gerlach,xxxx-xxxx-xxxx-1429,3ff47908-b03f-4e0c-abe8-5b794f05e649,Mon May 09 22:36:42 EDT 2022,Wed May 11 22:27:42 EDT 2022,Two Day,SPO-GO-8073-734,Sports,Golf,Golf Shoes - Titleist,3,123.43,27.95,74.07,324.17,25.933600000000002,DistributionCenter_4,60653,60653,Approved,Chicago,TO_BE_ADDED,IL,USA,Home Office,Critical,No,No,3,,798-88-6047;123-22-6964;838-51-5563;512-68-0807,123-22-6964,60653,Chicago,IL,41.819833,-87.61269,,DistributionCenter_4,Warehouse_2
503-27-7842,Telly,Kirlin,xxxx-xxxx-xxxx-4755,9789a91a-81c9-4056-9279-fc5ae6d850d9,Mon May 09 22:28:22 EDT 2022,Wed May 11 22:38:22 EDT 2022,Two Day,GRO-PA-3734-303,Grocery,Pasta,Medium Shells,3,1.12,2.69,0.67,5.380000000000001,0.5380000000000001,DistributionCenter_92,30353,30353,Declined,Atlanta,TO_BE_ADDED,GA,USA,Consumer,medium,No,No,4,,473-18-6944,473-18-6944,30353,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_92,Warehouse_17
506-02-5578,Dalton,Jacobson,xxxx-xxxx-xxxx-2137,c7b50338-487f-4ce4-a0b2-2c7b42c8f564,Mon May 09 22:39:44 EDT 2022,Sat May 14 22:28:54 EDT 2022,Standard,ELE-PH-1721-354,Electronics,Phones,LG Wireless Phone,4,786.95,5.58,18.55,3134.83,125.3932,DistributionCenter_59,33167,33167,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,medium,No,No,3,,856-84-1645;763-01-8447;520-36-1924;051-45-8666,856-84-1645;051-45-8666,33167,Miami,FL,25.885739,-80.23264,,DistributionCenter_59,Warehouse_17
517-38-8509,Jaycee,Brekke,xxxx-xxxx-xxxx-6517,6a33d49b-897a-44ae-b982-73390ca4847b,Mon May 09 22:32:55 EDT 2022,Wed May 11 22:27:48 EDT 2022,Two Day,SPO-AT-9772-547,Sports,Athletic Clothing,Athletic Shorts - Red,3,69.35,18.19,10.2,216.04,19.4436,DistributionCenter_22,10179,10179,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,No,No,1,,388-39-7480;449-88-1860;745-87-1495,388-39-7480,10179,New York,NY,40.780751,-73.977182,,DistributionCenter_22,Warehouse_7
157-18-2384,Jaclyn,Powlowski,xxxx-xxxx-xxxx-6475,f957b7fd-cfde-441d-9b07-0b620f197940,Mon May 09 22:38:42 EDT 2022,Tue May 10 22:32:01 EDT 2022,Next Day,CLO-SH-7317-257,Clothing,Shorts,Gap Shorts - Navy,4,518.83,6.93,17.33,2064.92,227.1412,DistributionCenter_72,75315,75315,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,low,No,No,1,,144-82-3865;656-70-1837;549-91-4563,656-70-1837;549-91-4563,75315,Dallas,TX,32.767268,-96.777626,,DistributionCenter_72,Warehouse_20
869-29-8181,David,Mitchell,xxxx-xxxx-xxxx-0432,575f0eeb-66c0-43dc-b021-8510e226483a,Mon May 09 22:37:55 EDT 2022,Wed May 11 22:37:09 EDT 2022,Two Day,FUR-TA-6218-214,Furniture,Tables,Frontier Mount Side Table,4,238.6,11.61,17.34,948.67,66.40690000000001,DistributionCenter_50,33127,33127,Declined,Miami,TO_BE_ADDED,FL,USA,Home Office,Critical,No,No,1,,346-77-1217;012-03-0422;459-28-7859;217-66-9845,459-28-7859;217-66-9845,33127,Miami,FL,25.813808,-80.2058,,DistributionCenter_50,Warehouse_15
157-18-2384,Jaclyn,Powlowski,xxxx-xxxx-xxxx-6475,75a3e6c7-f705-4a7a-a4ec-abe889688daa,Mon May 09 22:32:05 EDT 2022,Wed May 11 22:36:32 EDT 2022,Two Day,GRO-NU-3110-593,Grocery,Nuts,Walnuts,2,7.87,1.41,2.75,14.4,2.4480000000000004,DistributionCenter_15,10010,10010,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,High,No,No,0,3e6c7-f705,761-46-2016;614-09-5275,761-46-2016;614-09-5275,10010,New York,NY,40.739022,-73.98205,,DistributionCenter_15,Warehouse_5
506-02-5578,Dalton,Jacobson,xxxx-xxxx-xxxx-2137,a29be569-5195-4e8a-833e-391f0713b726,Mon May 09 22:42:31 EDT 2022,Sat May 14 22:42:05 EDT 2022,Standard,OFF-AP-1179-358,Office Supplies,Appliances,Breville Refrigerator - Red,3,359.2,27.22,22.41,1082.4099999999999,64.9446,DistributionCenter_57,33142,33142,Declined,Miami,TO_BE_ADDED,FL,USA,Home Office,Critical,No,No,2,,398-67-2936;352-06-8272;842-79-3388;257-95-8343,398-67-2936,33142,Miami,FL,25.812625,-80.2369,,DistributionCenter_57,Warehouse_17
713-16-9501,Novella,Simonis,xxxx-xxxx-xxxx-0460,793c31e1-5c71-4474-8974-ad745ae73fa3,Mon May 09 22:29:41 EDT 2022,Wed May 11 22:30:28 EDT 2022,Two Day,ELE-MA-6268-112,Electronics,Machines,Samsung Inkjet - Red,4,838.81,58.09,62.74,3350.59,636.6121,DistributionCenter_19,10171,10171,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,Critical,Yes,No,3,,380-21-8148;182-01-1047,380-21-8148;182-01-1047,10171,New York,NY,40.756099,-73.97401,,DistributionCenter_19,Warehouse_6
713-16-9501,Novella,Simonis,xxxx-xxxx-xxxx-0460,4de7d8b6-6856-4321-a020-294b50bc65d8,Mon May 09 22:32:00 EDT 2022,Wed May 11 22:30:37 EDT 2022,Two Day,SPO-AT-0109-020,Sports,Athletic Clothing,Athletic Shorts - Blue,1,63.27,18.63,11.82,70.08,5.6064,DistributionCenter_83,37203,37203,Approved,Nashville,TO_BE_ADDED,TN,USA,Home Office,low,No,No,0,7d8b6-6856,897-49-0168,897-49-0168,37203,Nashville,TN,36.152607,-86.78927,,DistributionCenter_83,Warehouse_2
016-51-3312,Alayna,Smith,xxxx-xxxx-xxxx-2158,0976068a-9683-4a0a-95bf-3abb9609f9df,Mon May 09 22:30:04 EDT 2022,Wed May 11 22:32:09 EDT 2022,Two Day,OFF-AR-6204-272,Office Supplies,Art,Pencil Sharpener - 1670,4,6.83,1.95,1.77,27.5,5.225,DistributionCenter_70,75381,75381,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,low,No,No,1,6068a-9683,443-94-9157;876-78-4207,,75381,Dallas,TX,32.767268,-96.777626,,DistributionCenter_70,Warehouse_19
870-10-4639,Rickie,Wehner,xxxx-xxxx-xxxx-6878,6ad1231f-9996-4b11-8a87-96e0b49ce614,Mon May 09 22:28:51 EDT 2022,Tue May 10 22:38:18 EDT 2022,Next Day,SPO-FI-7437-772,Sports,Fitness,Swim Suit,3,44.7,6.87,23.45,117.52000000000002,8.226400000000002,DistributionCenter_55,33138,33138,Approved,Miami,TO_BE_ADDED,FL,USA,Home Office,High,No,No,1,,631-31-4892;055-22-3330,631-31-4892;055-22-3330,33138,Miami,FL,25.853184,-80.18622,DistributionCenter_55,DistributionCenter_55,Warehouse_16
452-11-0644,Ofelia,Jaskolski,xxxx-xxxx-xxxx-3428,e7ed0dc3-8a15-47d5-a662-67c83a4c3585,Mon May 09 22:27:55 EDT 2022,Tue May 10 22:33:25 EDT 2022,Next Day,GRO-SN-2057-793,Grocery,Snaks,Cheetos,3,3.34,2.07,1.23,10.86,0.4344,DistributionCenter_57,33144,33144,Approved,Miami,TO_BE_ADDED,FL,USA,Corporate,Critical,No,No,2,d0dc3-8a15,873-11-8766;275-74-0403,275-74-0403,33144,Miami,FL,25.76226,-80.30839,,DistributionCenter_57,Warehouse_17
872-29-7113,Jacey,Quigley,xxxx-xxxx-xxxx-1454,74c8ddd9-9dfb-4f1e-acaa-874e7d1ee319,Mon May 09 22:35:42 EDT 2022,Tue May 10 22:38:34 EDT 2022,Next Day,ELE-PH-0387-526,Electronics,Phones,Samsung Convoy 3,5,602.32,7.33,11.46,3007.4700000000003,481.19520000000006,DistributionCenter_71,75301,75301,Declined,Dallas,TO_BE_ADDED,TX,USA,Corporate,medium,No,No,2,,689-36-8811,689-36-8811,75301,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19
740-14-0068,Dayton,Rau,xxxx-xxxx-xxxx-3108,571c7072-ceab-421d-a6dd-75c3040bd1b8,Mon May 09 22:33:13 EDT 2022,Wed May 11 22:40:55 EDT 2022,Two Day,ELE-MA-8148-013,Electronics,Machines,Konica Printer - Wireless,4,840.02,52.44,88.37,3324.15,565.1055,DistributionCenter_28,2208,2208,Declined,Boston,TO_BE_ADDED,MA,USA,Home Office,medium,No,No,2,,128-47-8611;391-34-6105,128-47-8611;391-34-6105,2208,Boston,MA,42.338947,-70.919635,,DistributionCenter_28,Warehouse_10
798-54-2967,Wendell,Botsford,xxxx-xxxx-xxxx-6958,261df77c-be34-4c85-b557-67b6e2af9ada,Mon May 09 22:38:05 EDT 2022,Sat May 14 22:41:03 EDT 2022,Standard,FUR-FU-2220-365,Furniture,Furnishings,Granite Flooring Mat,1,237.17,19.34,10.1,246.41,36.9615,DistributionCenter_66,75214,75214,Declined,Dallas,TO_BE_ADDED,TX,USA,Corporate,High,Yes,No,0,df77c-be34,668-56-8370;649-82-9577,668-56-8370;649-82-9577,75214,Dallas,TX,32.825628,-96.74872,,DistributionCenter_66,Warehouse_19
478-21-1172,Dimitri,Labadie,xxxx-xxxx-xxxx-3887,f0497c61-56d1-4bf5-bcdd-7d79fc58fa16,Mon May 09 22:29:20 EDT 2022,Wed May 11 22:40:25 EDT 2022,Two Day,SPO-FI-4683-054,Sports,Fitness,Baseball Bat,2,87.28,8.33,28.19,154.70000000000002,3.0940000000000003,DistributionCenter_14,10080,10080,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,Critical,No,No,1,,,,10080,New York,NY,40.780751,-73.977182,,DistributionCenter_14,Warehouse_5
759-60-1862,Cletus,Hamill,xxxx-xxxx-xxxx-0841,c2f16f5f-ba7f-4268-9963-30b7049dc47d,Mon May 09 22:27:50 EDT 2022,Tue May 10 22:32:44 EDT 2022,Next Day,CLO-SH-2981-678,Clothing,Shorts,JCrew Shorts - Salmon,1,738.53,5.96,17.98,726.51,108.9765,DistributionCenter_66,75393,75393,Approved,Dallas,TO_BE_ADDED,TX,USA,Corporate,low,No,Yes,0,16f5f-ba7f,,,75393,Dallas,TX,32.767268,-96.777626,,DistributionCenter_66,Warehouse_19
506-02-5578,Dalton,Jacobson,xxxx-xxxx-xxxx-2137,5cddded3-f004-4d1a-a2b7-a7cf35d8d400,Mon May 09 22:28:30 EDT 2022,Sat May 14 22:37:37 EDT 2022,Standard,OFF-AP-1441-016,Office Supplies,Appliances,Hoover Stove - Red,1,300.55,27.35,22.68,305.22,30.522000000000006,DistributionCenter_45,90039,90039,Declined,Los Angeles,TO_BE_ADDED,CA,USA,Consumer,medium,Yes,No,4,dded3-f004,810-55-5404,,90039,Los Angeles,CA,34.110425,-118.25832,DistributionCenter_45,DistributionCenter_45,Warehouse_14
422-43-8682,Gudrun,Stanton,xxxx-xxxx-xxxx-8459,f9d3cf89-1283-4817-9f44-873508e4c766,Mon May 09 22:35:57 EDT 2022,Tue May 10 22:29:09 EDT 2022,Next Day,ELE-MA-2566-122,Electronics,Machines,HP Printer - White,2,870.04,58.42,52.15,1746.35,139.708,DistributionCenter_61,33126,33126,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,Critical,No,No,1,,740-09-4972,,33126,Miami,FL,25.777977,-80.29718,,DistributionCenter_61,Warehouse_17
242-44-2375,Cristobal,Collier,xxxx-xxxx-xxxx-0688,086d4f82-8055-4b33-887d-659f22967765,Mon May 09 22:31:40 EDT 2022,Tue May 10 22:40:20 EDT 2022,Next Day,SPO-AT-7168-742,Sports,Athletic Clothing,Compression Shorts - Yellow,1,63.14,19.97,11.23,71.88,0.7188,DistributionCenter_29,2115,2115,Approved,Boston,TO_BE_ADDED,MA,USA,Corporate,medium,No,No,2,d4f82-8055,706-86-2976;192-25-9697;275-84-2480;652-18-3624,652-18-3624,2115,Boston,MA,42.34308,-71.09268,,DistributionCenter_29,Warehouse_10
568-35-8187,Rudolph,Dickens,xxxx-xxxx-xxxx-4948,0c3e3ee0-889f-4257-9834-e98ef5f04558,Mon May 09 22:33:16 EDT 2022,Wed May 11 22:34:49 EDT 2022,Two Day,GRO-NU-5760-216,Grocery,Nuts,Almonds,4,9.55,1.5,2.4,37.300000000000004,6.714,DistributionCenter_65,75231,75231,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,medium,No,No,0,e3ee0-889f,892-70-1017;151-35-3546;474-84-8927;561-14-6735,151-35-3546;561-14-6735,75231,Dallas,TX,32.874317,-96.74764,DistributionCenter_65,DistributionCenter_65,Warehouse_18
789-67-3349,Reuben,Feil,xxxx-xxxx-xxxx-0914,c5881c81-ad1d-4e6d-889e-ca57d760b29b,Mon May 09 22:37:01 EDT 2022,Tue May 10 22:31:02 EDT 2022,Next Day,ELE-PH-4386-834,Electronics,Phones,Samsung Smart Phone,1,589.48,5.67,19.98,575.17,34.5102,DistributionCenter_63,75294,75294,Approved,Dallas,TO_BE_ADDED,TX,USA,Corporate,High,No,No,2,,642-97-2391;272-80-4420,272-80-4420,75294,Dallas,TX,32.767268,-96.777626,Warehouse_18,DistributionCenter_63,Warehouse_18
744-98-9747,Jack,Erdman,xxxx-xxxx-xxxx-1907,aaa371ba-d12e-4157-8189-f519a918bc54,Mon May 09 22:37:44 EDT 2022,Tue May 10 22:34:16 EDT 2022,Next Day,GRO-BE-0386-236,Grocery,Beans,Navy Beans,1,1.1,2.66,0.63,3.1300000000000003,0.2504,DistributionCenter_22,10174,10174,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,No,No,2,,237-66-6648,237-66-6648,10174,New York,NY,40.751656,-73.97516,,DistributionCenter_22,Warehouse_7
